OrderID,CustomerID,ProductID,Quantity,TotalPriceBeforeTax,GSTAmount,TaxAmount,TotalPriceAfterTax,OrderDate,DeliveryStatus,PaymentStatus,DeliveryAddress
c3e62934,945,301,6,2842.68,511.68,23.73,3378.09,2023-02-28,Pending,Unpaid,"513 Hardware Lane, North"
6a30eeaa,521,70,10,801.3,96.16,39.61,937.07,2023-06-03,Delivered,Unpaid,"495 Hardware Lane, North"
d64da591,451,61,1,95.9,17.26,34.1,147.26,2023-04-25,Pending,Paid,"459 Hardware Lane, West"
d1136b8c,439,114,3,788.19,141.87,18.22,948.28,2023-11-28,Pending,Paid,"623 Hardware Lane, East"
b285455e,772,314,2,474.58,85.42,16.25,576.25,2023-04-06,Shipped,Paid,"645 Hardware Lane, East"
80c86712,961,178,4,701.56,126.28,24.07,851.91,2023-04-08,Shipped,Unpaid,"451 Hardware Lane, North"
a0472d6d,475,13,4,430.16,21.51,31.63,483.3,2023-03-12,Pending,Unpaid,"540 Hardware Lane, South"
a8be8ec9,570,336,10,3497.8,419.74,47.22,3964.76,2023-11-14,Shipped,Unpaid,"783 Hardware Lane, Central"
68e8b6d8,596,274,3,1049.85,52.49,17.87,1120.21,2023-09-26,Delivered,Unpaid,"771 Hardware Lane, Central"
77fb1634,612,67,7,2426.55,121.33,41.85,2589.73,2023-09-25,Delivered,Unpaid,"660 Hardware Lane, Central"
380144f6,833,90,7,2761.99,138.1,12.36,2912.45,2023-04-20,Pending,Paid,"784 Hardware Lane, East"
1c7924c5,902,399,2,551.22,66.15,34.27,651.64,2023-03-14,Pending,Unpaid,"787 Hardware Lane, West"
b787b819,597,241,10,3378.1,608.06,45.57,4031.73,2023-02-25,Shipped,Unpaid,"360 Hardware Lane, West"
fa872b1b,459,46,10,2026.8,101.34,10.45,2138.59,2023-06-23,Pending,Paid,"343 Hardware Lane, North"
b461861e,54,273,7,2164.12,389.54,28.21,2581.87,2023-02-01,Delivered,Paid,"225 Hardware Lane, West"
2391ca1c,612,21,9,3062.97,367.56,5.49,3436.02,2023-03-24,Pending,Unpaid,"290 Hardware Lane, North"
69f735fa,312,328,6,1088.46,195.92,44.29,1328.67,2023-02-14,Delivered,Paid,"512 Hardware Lane, North"
5f5f4a69,718,120,8,738.0,88.56,46.99,873.55,2023-08-28,Pending,Paid,"789 Hardware Lane, West"
402b5ac9,768,373,4,1452.76,261.5,43.77,1758.03,2023-05-06,Delivered,Paid,"361 Hardware Lane, South"
9bde7a54,417,44,10,101.2,12.14,32.71,146.05,2023-05-01,Pending,Unpaid,"829 Hardware Lane, North"
a9f7ab06,421,58,6,567.48,28.37,29.31,625.16,2023-11-25,Pending,Paid,"231 Hardware Lane, West"
ba45f8c4,924,362,2,681.08,122.59,4.8,808.47,2023-02-02,Delivered,Unpaid,"273 Hardware Lane, North"
18626462,350,13,4,430.16,21.51,22.1,473.77,2023-08-05,Shipped,Paid,"925 Hardware Lane, West"
6a2fcce3,563,260,10,4255.6,766.01,46.67,5068.28,2023-01-22,Shipped,Unpaid,"918 Hardware Lane, East"
2c420c61,409,98,1,293.18,14.66,44.9,352.74,2023-11-27,Delivered,Paid,"401 Hardware Lane, North"
edd61f06,680,217,6,394.08,70.93,2.07,467.08,2023-07-23,Delivered,Paid,"444 Hardware Lane, South"
2ddb1b77,368,147,8,2010.24,100.51,15.61,2126.36,2023-09-28,Pending,Paid,"625 Hardware Lane, South"
a55696af,741,136,5,595.6,71.47,9.64,676.71,2023-05-15,Pending,Paid,"856 Hardware Lane, Central"
bbfb70d1,949,381,3,676.59,81.19,42.8,800.58,2023-06-13,Delivered,Unpaid,"927 Hardware Lane, Central"
1da90d0e,378,170,9,979.11,48.96,36.12,1064.19,2023-06-19,Shipped,Paid,"105 Hardware Lane, Central"
0b901f48,621,297,8,113.52,5.68,30.66,149.86,2023-04-20,Delivered,Unpaid,"662 Hardware Lane, South"
181f689b,938,288,2,472.28,23.61,18.97,514.86,2023-09-02,Pending,Paid,"280 Hardware Lane, Central"
58fa089c,804,140,10,3368.5,606.33,24.17,3999.0,2023-06-18,Pending,Paid,"761 Hardware Lane, West"
bd1fa5e1,274,3,1,56.34,6.76,36.74,99.84,2023-03-04,Shipped,Paid,"184 Hardware Lane, East"
69cdf382,974,217,5,328.4,59.11,17.36,404.87,2023-05-13,Pending,Unpaid,"392 Hardware Lane, East"
2c7cdd31,635,54,7,2529.8,303.58,43.77,2877.15,2023-03-09,Pending,Unpaid,"645 Hardware Lane, West"
773d1801,863,192,8,3287.04,394.44,44.57,3726.05,2023-05-29,Delivered,Unpaid,"826 Hardware Lane, East"
6fa20115,928,116,9,1571.31,188.56,31.66,1791.53,2023-03-29,Shipped,Unpaid,"403 Hardware Lane, West"
57b82620,633,365,7,1841.21,92.06,17.38,1950.65,2024-01-01,Delivered,Unpaid,"243 Hardware Lane, East"
4e93fff7,718,81,9,1050.93,189.17,21.52,1261.62,2023-09-02,Shipped,Unpaid,"662 Hardware Lane, Central"
86b8dfeb,908,256,5,1400.4,252.07,10.38,1662.85,2023-11-15,Pending,Unpaid,"739 Hardware Lane, North"
3aec5cce,644,66,9,1436.94,172.43,45.17,1654.54,2023-03-22,Delivered,Unpaid,"750 Hardware Lane, Central"
e9b231e2,937,33,9,4177.44,751.94,5.23,4934.61,2023-02-06,Pending,Unpaid,"728 Hardware Lane, Central"
d91ac4a3,594,331,4,1942.08,97.1,1.53,2040.71,2023-06-18,Shipped,Paid,"911 Hardware Lane, East"
8ded2d90,350,245,8,3346.96,167.35,39.56,3553.87,2023-02-23,Shipped,Unpaid,"499 Hardware Lane, West"
e5e4b812,488,133,5,657.75,78.93,29.85,766.53,2023-12-24,Delivered,Unpaid,"190 Hardware Lane, Central"
a764f68b,188,69,9,1861.47,335.06,30.5,2227.03,2023-03-18,Pending,Unpaid,"333 Hardware Lane, Central"
aa28aa29,835,362,1,340.54,61.3,2.23,404.07,2023-03-01,Shipped,Unpaid,"220 Hardware Lane, South"
1c386352,293,5,1,274.21,49.36,47.01,370.58,2023-03-13,Shipped,Paid,"915 Hardware Lane, Central"
50aacccb,1,130,5,1024.75,184.46,21.77,1230.98,2023-08-24,Shipped,Unpaid,"489 Hardware Lane, Central"
9aa224a6,740,18,8,2949.68,530.94,19.73,3500.35,2023-01-16,Shipped,Unpaid,"455 Hardware Lane, South"
66815ae2,108,205,4,908.76,163.58,12.7,1085.04,2023-11-10,Delivered,Unpaid,"112 Hardware Lane, East"
590f7db9,405,19,6,2351.1,423.2,7.94,2782.24,2023-12-02,Delivered,Paid,"947 Hardware Lane, West"
dfb0e0fa,818,287,6,1270.92,63.55,8.83,1343.3,2023-03-19,Shipped,Paid,"538 Hardware Lane, South"
5bfdd8f3,506,150,7,471.45,23.57,3.56,498.58,2023-03-02,Pending,Unpaid,"163 Hardware Lane, North"
6bb44e86,419,249,1,179.65,21.56,6.53,207.74,2023-12-26,Delivered,Paid,"568 Hardware Lane, West"
c0745a66,722,159,8,3677.04,661.87,49.01,4387.92,2023-09-01,Shipped,Paid,"156 Hardware Lane, Central"
cbfefbb5,283,22,9,1974.69,236.96,2.74,2214.39,2023-06-04,Shipped,Paid,"308 Hardware Lane, South"
6b00cb39,872,303,1,138.62,24.95,25.87,189.44,2023-01-27,Delivered,Paid,"748 Hardware Lane, West"
639e357a,1000,22,5,1097.05,131.65,36.55,1265.25,2023-05-09,Pending,Paid,"366 Hardware Lane, West"
254ad9d0,431,51,1,221.22,39.82,7.77,268.81,2023-11-06,Pending,Unpaid,"609 Hardware Lane, North"
845cdf2a,415,88,8,2689.36,322.72,12.51,3024.59,2023-02-10,Shipped,Unpaid,"951 Hardware Lane, Central"
106e6a90,81,338,6,1999.02,359.82,13.81,2372.65,2023-04-21,Delivered,Paid,"614 Hardware Lane, South"
9f68b3d9,371,3,1,56.34,6.76,29.22,92.32,2023-06-14,Delivered,Unpaid,"431 Hardware Lane, West"
e60525e1,979,44,7,70.84,8.5,33.98,113.32,2023-04-07,Shipped,Paid,"386 Hardware Lane, West"
2f890d42,17,51,2,442.44,79.64,3.55,525.63,2023-04-17,Delivered,Unpaid,"136 Hardware Lane, East"
b78aead3,82,100,3,502.41,90.43,42.13,634.97,2023-01-18,Delivered,Paid,"938 Hardware Lane, South"
c9eb9343,359,384,4,1668.96,300.41,42.29,2011.66,2023-08-01,Delivered,Paid,"973 Hardware Lane, East"
c3c32581,280,209,7,3286.78,164.34,7.25,3458.37,2023-03-02,Pending,Unpaid,"353 Hardware Lane, Central"
75218091,762,26,8,2956.24,147.81,27.11,3131.16,2023-04-18,Shipped,Paid,"920 Hardware Lane, North"
a315d670,958,280,10,921.2,110.54,41.59,1073.33,2023-02-14,Pending,Paid,"101 Hardware Lane, North"
800324af,928,230,3,31.5,1.58,28.86,61.94,2023-04-16,Pending,Paid,"348 Hardware Lane, Central"
dba2eab5,599,331,4,1942.08,97.1,30.69,2069.87,2023-01-07,Shipped,Paid,"451 Hardware Lane, Central"
9fbb6d50,670,277,1,363.39,43.61,38.72,445.72,2023-07-06,Delivered,Unpaid,"372 Hardware Lane, West"
64af2abf,213,201,6,1972.8,355.1,41.39,2369.29,2023-07-14,Shipped,Paid,"419 Hardware Lane, South"
e5529a15,200,341,5,573.6,68.83,29.7,672.13,2023-02-12,Shipped,Paid,"143 Hardware Lane, South"
19eb5b0a,925,9,4,957.68,172.38,42.43,1172.49,2023-09-26,Pending,Unpaid,"587 Hardware Lane, South"
fc278f03,561,358,2,961.82,48.09,44.42,1054.33,2023-07-27,Delivered,Paid,"702 Hardware Lane, North"
b68ebd65,753,97,7,838.95,100.67,35.94,975.56,2023-03-08,Shipped,Unpaid,"931 Hardware Lane, Central"
84983354,566,297,5,70.95,3.55,28.84,103.34,2023-09-30,Pending,Unpaid,"340 Hardware Lane, Central"
27d4d9d3,842,91,8,2010.72,361.93,5.52,2378.17,2023-01-04,Delivered,Unpaid,"860 Hardware Lane, East"
e94f938a,138,187,6,2482.08,446.77,13.44,2942.29,2023-11-04,Shipped,Unpaid,"820 Hardware Lane, West"
9acfa73a,462,201,1,328.8,59.18,30.39,418.37,2023-10-21,Delivered,Unpaid,"530 Hardware Lane, South"
fa1becc9,155,276,8,1018.4,122.21,6.31,1146.92,2023-01-01,Shipped,Paid,"987 Hardware Lane, East"
ba1268d7,991,2,10,307.1,55.28,2.24,364.62,2023-04-20,Delivered,Unpaid,"928 Hardware Lane, South"
5606ce20,930,22,4,877.64,105.32,36.56,1019.52,2023-05-02,Pending,Unpaid,"412 Hardware Lane, West"
72b1e645,474,106,8,3264.8,163.24,41.86,3469.9,2023-11-18,Pending,Unpaid,"647 Hardware Lane, North"
23dd9fc1,926,312,1,147.05,26.47,41.76,215.28,2023-10-24,Delivered,Paid,"443 Hardware Lane, North"
b1d1316f,435,271,8,508.64,61.04,34.52,604.2,2023-10-02,Pending,Unpaid,"586 Hardware Lane, Central"
402b1733,670,329,3,1256.01,62.8,29.3,1348.11,2023-08-15,Pending,Unpaid,"559 Hardware Lane, Central"
9f4cf7e4,556,320,6,1983.42,357.02,47.42,2387.86,2023-01-22,Pending,Paid,"475 Hardware Lane, Central"
a598dc0a,939,142,6,2161.26,389.03,9.3,2559.59,2023-04-07,Pending,Paid,"369 Hardware Lane, North"
e1cedee6,790,208,9,3969.99,476.4,13.37,4459.76,2023-03-19,Shipped,Unpaid,"994 Hardware Lane, South"
da2794f9,764,36,2,697.52,83.7,47.27,828.49,2023-12-12,Shipped,Paid,"872 Hardware Lane, East"
1645f227,329,337,3,1202.31,216.42,10.0,1428.73,2023-12-11,Pending,Unpaid,"845 Hardware Lane, North"
7ad5f16d,433,13,2,215.08,10.75,11.07,236.9,2023-08-09,Delivered,Unpaid,"869 Hardware Lane, Central"
6b543aa4,899,338,9,2998.53,539.74,29.4,3567.67,2023-10-05,Delivered,Unpaid,"610 Hardware Lane, North"
19a5eb50,87,115,3,202.08,24.25,9.78,236.11,2023-10-17,Shipped,Unpaid,"221 Hardware Lane, Central"
d4d93e45,490,1,5,1558.85,77.94,49.06,1685.85,2023-08-15,Delivered,Unpaid,"826 Hardware Lane, Central"
38427857,678,182,2,680.32,81.64,32.73,794.69,2023-11-17,Pending,Paid,"197 Hardware Lane, Central"
afdcb0a2,159,254,8,3056.72,550.21,10.45,3617.38,2023-09-27,Delivered,Unpaid,"832 Hardware Lane, Central"
a8adea7b,815,149,4,292.4,52.63,23.58,368.61,2023-08-19,Delivered,Paid,"548 Hardware Lane, Central"
710d4a29,97,2,2,61.42,11.06,15.51,87.99,2023-12-22,Pending,Unpaid,"335 Hardware Lane, East"
4a560d07,211,205,10,2271.9,408.94,1.72,2682.56,2023-10-18,Shipped,Unpaid,"144 Hardware Lane, Central"
3341ab16,75,261,3,862.83,43.14,36.45,942.42,2023-12-26,Shipped,Paid,"331 Hardware Lane, South"
34a70564,894,361,10,1848.4,92.42,9.32,1950.14,2023-12-10,Shipped,Paid,"666 Hardware Lane, Central"
6501cdb3,933,308,4,227.52,11.38,44.93,283.83,2023-05-09,Delivered,Paid,"157 Hardware Lane, Central"
7d8fecce,515,105,2,809.32,40.47,39.85,889.64,2023-04-04,Delivered,Paid,"760 Hardware Lane, Central"
b85c8da1,610,300,6,888.0,44.4,25.58,957.98,2023-09-05,Delivered,Paid,"454 Hardware Lane, Central"
3e1a1c5e,740,344,9,3262.23,587.2,47.36,3896.79,2023-02-26,Delivered,Paid,"555 Hardware Lane, East"
5da648d1,12,311,1,319.41,15.97,42.13,377.51,2023-08-16,Shipped,Paid,"684 Hardware Lane, North"
a969e004,556,138,4,294.32,14.72,13.39,322.43,2023-04-27,Pending,Unpaid,"444 Hardware Lane, East"
4c89b9b2,345,354,7,2086.84,375.63,23.54,2486.01,2023-05-05,Delivered,Unpaid,"694 Hardware Lane, West"
1377be0d,282,292,4,440.08,22.0,48.46,510.54,2023-02-05,Delivered,Unpaid,"177 Hardware Lane, North"
7431a85b,972,397,9,2148.93,386.81,47.52,2583.26,2023-05-18,Pending,Paid,"780 Hardware Lane, South"
22f4a68f,348,161,10,3746.1,449.53,12.92,4208.55,2023-07-22,Delivered,Unpaid,"797 Hardware Lane, North"
7b8f26f5,385,207,1,414.69,20.73,35.94,471.36,2023-10-23,Delivered,Paid,"889 Hardware Lane, East"
7e2bc123,809,270,1,498.11,24.91,26.67,549.69,2023-12-14,Shipped,Paid,"817 Hardware Lane, North"
4b06483b,944,296,8,864.08,43.2,39.13,946.41,2023-09-07,Shipped,Unpaid,"234 Hardware Lane, South"
a63f31d0,626,305,3,1483.56,178.03,8.01,1669.6,2023-01-29,Pending,Unpaid,"187 Hardware Lane, Central"
9277d2f1,307,187,10,4136.8,744.62,44.63,4926.05,2023-05-14,Delivered,Unpaid,"826 Hardware Lane, West"
0cd7032e,7,101,6,750.78,135.14,19.79,905.71,2023-09-04,Delivered,Unpaid,"844 Hardware Lane, South"
9e3a590e,572,174,1,53.31,9.6,13.88,76.79,2023-01-31,Shipped,Unpaid,"479 Hardware Lane, South"
c10aa6d6,399,109,5,1902.1,342.38,48.96,2293.44,2023-07-12,Delivered,Unpaid,"887 Hardware Lane, West"
b0610724,250,106,3,1224.3,61.22,47.84,1333.36,2023-02-09,Pending,Unpaid,"152 Hardware Lane, North"
b78e5fe5,504,245,2,836.74,41.84,47.92,926.5,2023-01-21,Pending,Unpaid,"595 Hardware Lane, North"
0d2644d3,98,212,5,590.4,29.52,13.49,633.41,2023-10-17,Shipped,Unpaid,"375 Hardware Lane, East"
3393077b,623,87,7,146.37,7.32,15.6,169.29,2023-05-08,Pending,Unpaid,"661 Hardware Lane, North"
e2231cef,291,211,8,1347.92,161.75,48.71,1558.38,2023-11-03,Delivered,Unpaid,"763 Hardware Lane, Central"
bd2ca337,543,354,9,2683.08,482.95,25.62,3191.65,2023-04-12,Pending,Unpaid,"530 Hardware Lane, Central"
e48fe1c1,158,324,4,1131.72,203.71,18.54,1353.97,2023-06-18,Delivered,Unpaid,"839 Hardware Lane, North"
0b84c288,406,199,8,100.8,5.04,16.78,122.62,2023-07-02,Shipped,Unpaid,"380 Hardware Lane, South"
d3c702f4,962,178,8,1403.12,252.56,25.9,1681.58,2023-12-07,Pending,Unpaid,"763 Hardware Lane, North"
028c7907,299,338,4,1332.68,239.88,25.19,1597.75,2023-05-21,Shipped,Paid,"954 Hardware Lane, Central"
8d1b9d65,301,321,7,2386.16,286.34,42.4,2714.9,2023-09-13,Delivered,Unpaid,"738 Hardware Lane, South"
4c11fa1f,716,20,2,923.92,46.2,24.35,994.47,2023-06-05,Delivered,Unpaid,"915 Hardware Lane, Central"
b96731bb,718,336,10,3497.8,419.74,43.34,3960.88,2023-06-06,Pending,Unpaid,"906 Hardware Lane, West"
bfa6239f,800,65,4,1054.4,126.53,19.96,1200.89,2023-08-31,Delivered,Unpaid,"421 Hardware Lane, West"
eb046d25,808,198,7,3302.39,594.43,21.58,3918.4,2023-03-17,Shipped,Unpaid,"894 Hardware Lane, West"
be47dad4,325,377,7,3147.83,566.61,41.18,3755.62,2023-03-05,Pending,Unpaid,"372 Hardware Lane, West"
845f2be2,283,52,7,3163.51,569.43,31.63,3764.57,2023-06-29,Pending,Unpaid,"393 Hardware Lane, Central"
fb43e5a1,804,94,1,219.77,39.56,30.63,289.96,2023-12-31,Shipped,Paid,"655 Hardware Lane, North"
84e37652,880,274,1,349.95,17.5,14.9,382.35,2023-09-20,Shipped,Paid,"947 Hardware Lane, South"
7b7104fa,47,3,2,112.68,13.52,24.62,150.82,2023-11-29,Pending,Paid,"662 Hardware Lane, West"
19e3f765,982,157,5,1770.85,318.75,15.04,2104.64,2023-07-06,Shipped,Unpaid,"516 Hardware Lane, East"
4af49dbc,805,208,8,3528.88,423.47,37.95,3990.3,2023-11-12,Delivered,Paid,"508 Hardware Lane, East"
7d31b776,662,356,6,2868.84,143.44,22.34,3034.62,2023-07-25,Shipped,Paid,"854 Hardware Lane, West"
195f6deb,502,94,10,2197.7,395.59,21.19,2614.48,2023-08-03,Shipped,Paid,"343 Hardware Lane, West"
d970e772,488,372,5,819.5,98.34,14.19,932.03,2023-03-25,Shipped,Paid,"718 Hardware Lane, West"
2f225cdb,238,345,3,782.4,39.12,44.14,865.66,2023-02-22,Pending,Unpaid,"419 Hardware Lane, South"
e39d5bcd,196,395,7,1115.1,133.81,9.1,1258.01,2023-09-07,Pending,Unpaid,"952 Hardware Lane, West"
741cccab,124,48,8,2277.04,409.87,43.31,2730.22,2023-04-19,Shipped,Unpaid,"287 Hardware Lane, East"
2197c881,869,115,10,673.6,80.83,17.98,772.41,2023-03-09,Pending,Unpaid,"428 Hardware Lane, North"
eb1372d3,508,183,10,4180.7,752.53,14.92,4948.15,2023-01-08,Delivered,Paid,"850 Hardware Lane, West"
7b9b8e0c,111,128,4,1983.8,238.06,41.71,2263.57,2023-07-09,Delivered,Paid,"116 Hardware Lane, North"
fbb1ba75,194,193,7,3288.88,592.0,45.64,3926.52,2023-11-06,Shipped,Unpaid,"779 Hardware Lane, South"
bf19ba67,783,193,1,469.84,84.57,13.66,568.07,2023-08-12,Shipped,Unpaid,"226 Hardware Lane, South"
b1c5ebda,234,382,7,2841.86,142.09,43.74,3027.69,2023-03-04,Pending,Paid,"880 Hardware Lane, West"
34fef538,347,258,7,2953.51,531.63,19.42,3504.56,2023-08-26,Delivered,Unpaid,"402 Hardware Lane, West"
c1e71c5e,897,184,2,317.74,38.13,38.91,394.78,2023-10-21,Shipped,Paid,"142 Hardware Lane, South"
8abd52d3,745,98,6,1759.08,87.95,38.54,1885.57,2023-10-21,Shipped,Unpaid,"449 Hardware Lane, West"
1c3bd928,878,158,2,182.38,9.12,41.02,232.52,2023-03-01,Shipped,Paid,"673 Hardware Lane, Central"
548c40af,875,67,1,346.65,17.33,32.22,396.2,2023-09-20,Delivered,Paid,"536 Hardware Lane, West"
3876479c,733,34,9,2377.08,285.25,30.17,2692.5,2023-06-22,Shipped,Unpaid,"802 Hardware Lane, West"
9259505b,947,30,3,524.28,26.21,34.39,584.88,2023-09-19,Pending,Paid,"816 Hardware Lane, South"
49cfe617,229,21,1,340.33,40.84,5.25,386.42,2023-09-05,Shipped,Paid,"727 Hardware Lane, North"
1573bbe9,629,349,1,488.09,24.4,42.59,555.08,2023-01-30,Shipped,Unpaid,"817 Hardware Lane, North"
452eeaa2,827,193,3,1409.52,253.71,27.98,1691.21,2023-03-29,Pending,Unpaid,"868 Hardware Lane, West"
ca2c60fb,604,76,2,927.46,111.3,16.96,1055.72,2023-12-17,Shipped,Paid,"909 Hardware Lane, Central"
dff91959,74,75,3,322.71,58.09,5.94,386.74,2023-11-05,Shipped,Paid,"807 Hardware Lane, South"
6ef6eeae,286,383,3,210.87,37.96,37.73,286.56,2023-03-05,Pending,Paid,"246 Hardware Lane, Central"
a57f5563,815,300,9,1332.0,66.6,33.11,1431.71,2023-06-22,Shipped,Paid,"558 Hardware Lane, West"
ef8c97a7,448,281,3,882.78,105.93,29.16,1017.87,2023-06-21,Delivered,Paid,"698 Hardware Lane, East"
75c6eb07,493,198,3,1415.31,254.76,5.69,1675.76,2023-09-10,Pending,Paid,"499 Hardware Lane, Central"
909039e0,637,324,6,1697.58,305.56,37.62,2040.76,2023-11-11,Pending,Paid,"118 Hardware Lane, West"
96e14a74,619,234,10,2260.8,113.04,42.98,2416.82,2023-11-21,Delivered,Paid,"664 Hardware Lane, South"
7b8a1ae6,799,392,4,812.2,146.2,47.14,1005.54,2023-07-16,Delivered,Unpaid,"981 Hardware Lane, Central"
30ccbef3,347,88,9,3025.53,363.06,3.05,3391.64,2023-08-14,Pending,Paid,"914 Hardware Lane, East"
0fa6e810,852,99,1,91.68,4.58,41.66,137.92,2023-08-25,Delivered,Unpaid,"524 Hardware Lane, South"
810ceac4,57,243,2,674.82,80.98,33.18,788.98,2023-09-14,Delivered,Paid,"646 Hardware Lane, South"
9e9a4fbd,425,58,4,378.32,18.92,13.98,411.22,2023-12-15,Pending,Paid,"176 Hardware Lane, North"
70070fac,330,184,9,1429.83,171.58,45.24,1646.65,2023-03-23,Delivered,Unpaid,"127 Hardware Lane, North"
be13ebb7,827,201,6,1972.8,355.1,34.35,2362.25,2023-05-24,Shipped,Unpaid,"661 Hardware Lane, South"
71795aa2,662,119,6,2264.46,407.6,42.63,2714.69,2023-10-08,Pending,Paid,"731 Hardware Lane, South"
f83e5f55,848,281,3,882.78,105.93,29.8,1018.51,2023-10-17,Shipped,Paid,"705 Hardware Lane, Central"
78b3af8e,571,290,10,365.7,18.28,17.76,401.74,2023-06-15,Shipped,Unpaid,"830 Hardware Lane, East"
a31b70a7,637,18,6,2212.26,398.21,45.15,2655.62,2023-04-20,Pending,Paid,"152 Hardware Lane, South"
187eaec9,837,313,7,2157.4,388.33,6.18,2551.91,2023-12-13,Shipped,Paid,"268 Hardware Lane, North"
d8b939a7,750,98,3,879.54,43.98,4.23,927.75,2023-11-01,Pending,Paid,"384 Hardware Lane, East"
5351d879,712,173,2,750.96,135.17,43.66,929.79,2023-05-23,Shipped,Paid,"662 Hardware Lane, West"
db83af7b,665,65,2,527.2,63.26,2.34,592.8,2023-04-24,Shipped,Unpaid,"523 Hardware Lane, East"
eaa9b6b6,646,345,4,1043.2,52.16,2.53,1097.89,2023-09-22,Pending,Paid,"235 Hardware Lane, South"
45215051,518,179,2,274.22,13.71,29.2,317.13,2023-01-08,Shipped,Paid,"520 Hardware Lane, East"
7b9f2155,662,9,2,478.84,86.19,44.4,609.43,2023-05-23,Pending,Unpaid,"502 Hardware Lane, South"
40ccf3a1,156,400,10,4476.1,537.13,9.14,5022.37,2023-09-06,Shipped,Paid,"357 Hardware Lane, South"
7714b569,812,149,7,511.7,92.11,7.03,610.84,2023-11-19,Shipped,Unpaid,"388 Hardware Lane, East"
7b7adac6,422,156,7,1915.55,229.87,17.01,2162.43,2023-03-27,Shipped,Unpaid,"741 Hardware Lane, South"
c5fe68c5,128,275,7,1189.79,59.49,35.72,1285.0,2023-06-15,Pending,Unpaid,"758 Hardware Lane, West"
d02c6fbc,306,26,6,2217.18,110.86,40.58,2368.62,2023-08-14,Pending,Unpaid,"939 Hardware Lane, South"
abf820a9,545,215,6,2444.16,122.21,30.5,2596.87,2023-10-09,Delivered,Unpaid,"880 Hardware Lane, South"
0f212b11,872,135,4,516.56,25.83,21.46,563.85,2023-08-08,Shipped,Unpaid,"628 Hardware Lane, East"
730bbcaf,298,291,3,792.45,95.09,21.45,908.99,2023-07-03,Shipped,Paid,"431 Hardware Lane, North"
4da08ccd,750,11,5,1689.2,84.46,21.05,1794.71,2023-11-09,Pending,Paid,"361 Hardware Lane, West"
c943264d,560,253,1,192.61,23.11,6.01,221.73,2023-07-13,Delivered,Unpaid,"143 Hardware Lane, South"
07b129e3,839,92,4,1222.52,220.05,20.79,1463.36,2023-10-05,Delivered,Unpaid,"694 Hardware Lane, West"
5c38c5c3,83,191,10,2317.1,115.86,26.41,2459.37,2023-02-01,Shipped,Unpaid,"352 Hardware Lane, South"
5d7d659f,308,364,6,1813.14,90.66,36.2,1940.0,2023-01-06,Pending,Paid,"411 Hardware Lane, North"
bb28d87f,886,159,10,4596.3,827.33,33.56,5457.19,2023-10-16,Pending,Unpaid,"167 Hardware Lane, North"
2d00a5f5,852,34,9,2377.08,285.25,23.1,2685.43,2023-09-04,Delivered,Paid,"642 Hardware Lane, North"
7ecb9000,861,388,1,340.67,40.88,7.82,389.37,2023-04-25,Delivered,Paid,"382 Hardware Lane, Central"
d4e514d0,386,220,8,3458.88,622.6,17.05,4098.53,2023-08-19,Delivered,Paid,"441 Hardware Lane, North"
a2f56fd4,49,399,8,2204.88,264.59,38.95,2508.42,2023-05-13,Pending,Paid,"583 Hardware Lane, South"
6bcb0060,651,122,10,4571.2,228.56,26.88,4826.64,2023-08-15,Delivered,Unpaid,"609 Hardware Lane, West"
96a056e1,667,394,7,3244.64,162.23,12.84,3419.71,2023-10-03,Shipped,Paid,"925 Hardware Lane, West"
b0f35105,740,99,7,641.76,32.09,1.75,675.6,2023-02-09,Pending,Unpaid,"141 Hardware Lane, East"
489fb946,534,198,3,1415.31,254.76,30.8,1700.87,2023-11-22,Pending,Unpaid,"256 Hardware Lane, North"
2df24d34,488,126,2,480.22,57.63,12.38,550.23,2023-10-27,Shipped,Paid,"179 Hardware Lane, North"
2c961353,892,252,1,498.28,89.69,34.47,622.44,2023-01-23,Delivered,Unpaid,"159 Hardware Lane, West"
88323c3f,606,45,1,493.84,88.89,41.66,624.39,2023-10-06,Delivered,Paid,"109 Hardware Lane, West"
42f583d1,626,381,1,225.53,27.06,45.05,297.64,2023-07-25,Pending,Paid,"323 Hardware Lane, East"
eaf7cbca,805,55,10,443.2,22.16,30.8,496.16,2023-01-16,Delivered,Paid,"723 Hardware Lane, East"
9ae6f038,307,304,4,375.0,18.75,25.37,419.12,2023-09-24,Pending,Paid,"199 Hardware Lane, North"
fc541d6f,353,252,6,2989.68,538.14,42.79,3570.61,2023-03-14,Shipped,Unpaid,"925 Hardware Lane, West"
5a39822e,137,213,10,4910.6,589.27,14.11,5513.98,2023-10-11,Shipped,Unpaid,"970 Hardware Lane, West"
96554be0,944,299,7,2129.47,106.47,32.93,2268.87,2023-08-23,Pending,Paid,"695 Hardware Lane, South"
5ff57d59,662,224,4,518.52,25.93,45.91,590.36,2023-09-04,Delivered,Paid,"213 Hardware Lane, North"
45e4084e,374,189,10,2720.8,489.74,11.33,3221.87,2023-08-02,Shipped,Unpaid,"130 Hardware Lane, Central"
f31633bd,543,338,9,2998.53,539.74,34.36,3572.63,2023-10-17,Delivered,Unpaid,"642 Hardware Lane, West"
2ed9c579,468,83,2,544.12,65.29,25.99,635.4,2023-01-06,Shipped,Paid,"703 Hardware Lane, South"
